id,url_legal,license,excerpt,target,standard_error,kfold
d8a77aa56,https://simple.wikipedia.org/wiki/Great_Depression,CC BY-SA 3.0 and GFDL,"The Great Depression was the great economic crisis that started after the U.S. stock market crash in 1929. The prices on the Wall Street stock market fell a lot from October 24 to October 29, 1929. Many people lost their jobs. By 1932, 25–30% of people lost their jobs. They became homeless and poor. This ended the wealth of the Roaring Twenties. Many people think that the Great Depression started on Tuesday, October 29, but economists think Black Tuesday was just one of the causes.
From 1929-1932, the depression worsened. Many suspect that increased taxes on American citizens and the increased tariffs (taxes on countries which trade with the United States) worsened it. Economist Milton Friedman said that the Great Depression was worsened because the Federal Reserve printed out less money than usual.
When the Great Depression started, Herbert Hoover was the president of the United States, and as a result, he was blamed for it. People voted for a new president in 1932. His name was Franklin D. Roosevelt. Roosevelt got the government to pass many new laws and programs to help people who were hurt by the Great Depression.",-0.741878369,0.46331798799999996,0
ce470932b,https://kids.frontiersin.org/article/10.3389/frym.2019.00120,CC BY 4.0,"Traumatic brain injury (TBI) is most commonly caused by a hit to the head due to being tackled while playing sports, being involved in a car accident, or getting hit with a hard object. TBIs can range from mild to severe, with some people quickly returning to school sports and others suffering permanent brain damage. The consequences of TBIs are considered an invisible disability because they can occur in daily life, but the person does not outwardly appear to have a problem, since there is no need for a wheelchair, walker, or crutches. For example, someone who is recovering from a TBI may be dealing with subtle changes in mood, vision, and sensations in the legs.
Since many TBI symptoms are not obvious, this can cause others to underestimate how severe TBI can be. People may think that someone who is blaming bad grades on an injury that occurred months ago is exaggerating. Another misconception is that people can recover from TBIs more quickly if they work harder in school or at physical therapy. This is not true, and if the TBI symptoms are serious enough, participating in therapy may be challenging.",-0.352036526,0.49951140200000005,0
eaba0ffae,https://www.africanstorybook.org/,CC BY 4.0,"In a particular year, the dry season was too long, and a drought hit hard. As a result, all the rivers dried up, except the River of Blessings. 
All the animals were thirsty and called for a meeting. 
Camel was the first to speak, ""As you know, we are very thirsty and all the rivers have dried up, except the River of Blessings. But it is very far away. What do we do?"" 
Horse suggested, ""Some of us can go to the River of Blessings. We can drink and bring water for the others."" 
Cow answered, ""It is too far. By the time we returned from the river those left behind would be dead."" 
Sheep said, ""Maa! Maaa! I will go to the River of Blessings and drink water."" 
Goat jumped up and said, ""Meee, meee! I will also go to the River of Blessings."" 
Chicken said, ""Keer, ker ker ker! I too will go to the River of Blessings. 
All the animals wanted to go. Camel led the way. 
Going there was not easy. Guinea fowl was last in the line. ""My friends, I can no longer go to the River of Blessings,"" he said.",-0.465615248,0.46181597399999996,0
3ba0b1f96,https://en.wikipedia.org/wiki/Artificial_photosynthesis,CC BY-SA 3.0,"Artificial photosynthesis is a chemical process that replicates the natural process of photosynthesis, a process that converts sunlight, water, and carbon dioxide into carbohydrates and oxygen. The term, artificial photosynthesis, is commonly used to refer to any scheme for capturing and storing the energy from sunlight in the chemical bonds of a fuel (a solar fuel). Photocatalytic water splitting converts water into hydrogen ions and oxygen, and is a main research area in artificial photosynthesis. Light-driven carbon dioxide reduction is another studied process, that replicates natural carbon fixation.
Research developed in this field encompasses the design and assembly of devices for the direct production of solar fuels, photoelectrochemistry and its application in fuel cells, and the engineering of enzymes and photoautotrophic microorganisms for microbial biofuel and biohydrogen production from sunlight. Many, if not most, of the artificial approaches to artificial photosynthesis are bio-inspired, i.e., they rely on biomimetics.",-2.128850065,0.48531639299999996,0
fb5e72460,https://www.africanstorybook.org/#,CC BY 4.0,"""Where are you going?"" the snake asked Berhe. ""I am crossing the river,"" replied Berhe. The snake asked, ""Please let me cross the river with you because I can't do it on my own."" Berhe was kind and answered, ""Come, I will help you to cross the river."" The snake climbed onto Berhe's head and they crossed the river. Berhe told the snake to get down. The snake refused, ""I will not, I'm comfortable here."" Berhe was worried. If he hit the snake with his stick, he would hurt his head. If he grabbed the snake, it would bite him. Berhe decided to get advice. He wanted hyena's opinion about the problem. ""Good afternoon, hyena,"" said Berhe. ""Good afternoon, how can I help you?"" asked hyena. Berhe continued, ""I know you are very fair, so I want you to judge us."" Berhe explained what had happened with the snake, and asked hyena's opinion on the matter.",0.220640262,0.47374169200000005,0
188449e7e,https://en.wikipedia.org/wiki/Privateer,CC BY-SA 3.0,"The commission was the proof the privateer was not a pirate. It usually limited activity to one particular ship, and specified officers, for a specified period of time. Typically, the owners or captain would be required to post a performance bond. The commission also dictated the expected nationality of potential prize ships under the terms of the war. At sea, the privateer captain was obliged to produce the commission to a potential prize ship's captain as evidence of the legitimacy of their prize claim. If the nationality of a prize was not the enemy of the commissioning sovereign, the privateer could not claim the ship as a prize. Doing so would be an act of piracy.
In British law, under the Offences at Sea Act 1536, piracy was an act of treason, or raiding a ship without a valid commission. By the late 17th century, the prosecution of privateers loyal to the usurped King James II for piracy began to shift the legal framework of piracy away from treason towards crime against property. As a result, privateering commissions became a matter of national discretion.",-1.218451365,0.469895545,0
3452290fd,https://www.africanstorybook.org/#,CC BY 4.0,"Chanri and Boipelo are going on an adventure around South Africa. Their journey starts in Kimberley, in the Northern Cape. In Kimberley you will find the Big Hole! Tjoeke puff toot-toot, they travel to Cape Town in the Western Cape. Chanri and Boipelo pick juicy grapes at the farms. Tjoeke puff toot-toot, then they head off to Bhisho, in the Eastern Cape. The two friends have fun at the Elephant Park! Tjoeke puff toot-toot, they pass through the Free State. They admire all the pretty roses blooming in Bloemfontein. On to Mahikeng, in the North West. The train slows down to meet Rina the rhino at the National Park. Then our friends speed on to Polokwane, in Limpopo. Toot-toot toot-toot! They're running late, so the train doesn't stop in Johannesburg, Gauteng. From the train they see many cars and people in this busy city of gold.",-0.9883855290000001,0.457424699,0
fed2fbd39,https://simple.wikipedia.org/wiki/Central_Powers,CC BY-SA 3.0 and GFDL,"The Central Powers were a group of nations fighting against the Allied Powers during World War I; the members included Germany, Austria-Hungary, the Ottoman Empire, Bulgaria and their territories. They were also supported by Azerbaijan and Finland, as well as Lithuania in 1918 and co-belligerent Jabal Shammar. They lost the war. The Allied Forces include Great Britain, Canada, Newfoundland, Russia, France, later the United States, Greece, Portugal, Brazil, Georgia, Armenia, Australia and even Japan
Italy joined the allies in the midst of World War I, though all they wanted was to get some colonies. This greed lasted till World War II, but Italy did not gain anything they wanted to. In the middle of the war Germany gave up on them and took over Greece, so Italy joined the Alies, falling against their alliance with Germany once more They also wanted to destroy the Allies with tanks which were left on the beaches of Normandy on D-Day.",-0.7550335509999999,0.458003847,0
708324262,https://kids.frontiersin.org/article/10.3389/frym.2020.00056,CC BY 4.0,"Scientists who study memory have described different processes, or types, of memory. One type is called long-term memory, which lasts basically forever and can store an unlimited amount of information. Long-term memory stores the information we are not currently using, kind of like a library full of books that hold the stories of our lives. Another type of memory, working memory, does not last very long and cannot hold much information. Working memory is the one we use for completing tasks and getting information into and out of long-term memory. For example, we use working memory to do things like mental math or to piece a story together after listening to a sequence of events. Working memory plays a big role in learning and doing well on tests in school. People differ in how much information they can hold in working memory, which is called a person's individual working memory capacity.
Stressful situations can affect even the smartest students, by lowering the amount of space in their working memory. Remember that working memory already cannot hold much information.",-0.10984593599999999,0.49583843299999997,0
5c7e474f9,https://kids.frontiersin.org/article/10.3389/frym.2019.00114,CC BY 4.0,"All over the world, seagrasses have been estimated to cover between 0.15 and 4.6 million square kilometers, an area ten times bigger than the Red Sea. The Red Sea itself hosts 12 of the 60 species of seagrasses present all over the world, and together these seagrasses form an area that extends for more than 100,000 square kilometers, similar the total size of Portugal. 
 Seagrass meadows, with their leaves extending toward the seawater surface, slow down the marine currents that transport sediment and other particles and allow the settling of this sediment among the roots and leaves of the seagrass. By doing this, seagrasses help to form new layers of sediment on top of the older ones. But how do seagrasses avoid being buried? The trick is in their extraordinary level of adaptation, acquired by living in this constantly changing ecosystem: thanks to rhizomes, each single seagrass plant can adjust its growth and keep pace with sedimentation. By helping sediment to accumulate, seagrasses protect the coastline from erosion and therefore protect houses, roads, and cities built near the shore.",-1.586580457,0.464060091,0
72e6d3add,https://en.wikipedia.org/wiki/Agora,CC BY-SA 3.0,"The agora (agorá) was a central public space in ancient Greek city-states. It is the best representation of city form's response to accommodate the social and political order of the polis.The literal meaning of the word is ""gathering place"" or ""assembly"". The agora was the center of the athletic, artistic, spiritual and political life in the city. The Ancient Agora of Athens is the best-known example. 
Early in Greek history (10th–8th centuries BC), free-born citizens would gather in the agora for military duty or to hear statements of the ruling king or council. Later, the agora also served as a marketplace, where merchants kept stalls or shops to sell their goods amid colonnades. This attracted artisans who built workshops nearby.
From these twin functions of the agora as a political and a commercial space came the two Greek verbs, agorázo, ""I shop"", and, agoreúo, ""I speak in public"".
The term agoraphobia denotes a phobic condition in which the sufferer becomes anxious in environments that are unfamiliar – for instance, places where they perceive that they have little control.",-1.7539961480000001,0.493957373,0
8a23a4ba3,https://en.wikipedia.org/wiki/Unstructured_data,CC BY-SA 3.0,"Unstructured data (or unstructured information) refers to information that either does not have a pre-defined data model or is not organized in a pre-defined manner. Unstructured information is typically text-heavy, but may contain data such as dates, numbers, and facts as well. This results in irregularities and ambiguities that make it difficult to understand using traditional programs as compared to data stored in fielded form in databases or annotated (semantically tagged) in documents.
In 1998, Merrill Lynch cited a rule of thumb that somewhere around 80-90% of all potentially usable business information may originate in unstructured form. This rule of thumb is not based on primary or any quantitative research, but nonetheless is accepted by some.
IDC and EMC project that data will grow to 40 zettabytes by 2020, resulting in a 50-fold growth from the beginning of 2010. Computer World states that unstructured information might account for more than 70%–80% of all data in organizations.",-2.1230866980000003,0.494318576,0
70d41e95f,https://www.digitallibrary.io/en/books/details/3823,CC BY 4.0,"The clever Rabbit was awake inside his hutch. He was thinking, ""I want to explore the outside world."" The other rabbits were dozing. The door to their hutch opened. The farmer came in. It was meal time for the rabbits. The food smelled nice. All the other rabbits were awake now. They hopped closer to the farmer. The clever Rabbit watched the farmer walk out the hutch. ""Aha! Now I know how I can sneak out. Tomorrow I must get out of here."" ""I'll hop into the basket when the farmer brings in food,"" the clever Rabbit thought. 
 The other rabbits quickly finished their meal and fell asleep. In the morning, the farmer brought in food for the rabbits. ""Today is the day,"" the clever Rabbit thought to himself. ""I must get out of this hutch."" 
 As soon as the farmer put the basket down, the clever Rabbit quickly jumped in. No one saw him. After the farmer had fed the other rabbits, he carried the basket outside.",0.62587834,0.529096065,0
e6063b77d,https://kids.frontiersin.org/article/10.3389/frym.2020.00015,CC BY 4.0,"The first step toward determining if something is helpful or harmful to human health is to design a study. Basically, if you want to assess the link between a risk factor and a particular disease, you have two possibilities: you can start from the risk factor and try to connect it to the disease, or start from the disease and try to work back to the risk factor that caused it.
Let us first discuss starting from the disease and trying to identify the risk factor. We will continue with our example of tobacco. If you think that tobacco causes lung cancer, you can go to the hospital and ask patients with lung cancer if they smoke or used to smoke. This information by itself is not very useful, because we need to compare it to the same information obtained from healthy people without lung cancer. To do this, we need to find healthy people who have other characteristics (like age, gender, profession, hobbies, etc.) that are as similar as possible to the group of lung cancer patients.",-0.541982061,0.438398433,0
f8a732236,https://www.africanstorybook.org/,CC BY 4.0,"While Dande wondered how to punish Madola, a small black poisonous snake entered one of the gourds unnoticed. Afterwards, Dande sealed the gourds and left. Dande gave Madola one gourd expecting his pay. After tasting, Madola said, ""Bring me another gourd and I will pay you."" Dande ran for it. Dande brought the second gourd. He gave it to Madola saying, ""Here is another gourd of sweet honey like the last one. Pay me now."" Madola took the gourd but said in a cunning way, ""There is no pay today. Wait for the end of the year."" Dande was angry. Madola wanted to eat the honey. He put his finger in the gourd and was bitten. He cried, ""I'm bitten! Help!"" The snake disappeared unnoticed. All the workers ran away not knowing what had happened to their employer. A short while later, an ambulance arrived to take Madola to hospital.",-0.898352605,0.462964205,0
32fc19585,https://en.wikipedia.org/wiki/Dark_matter,CC BY-SA 3.0,"Dark matter is an unidentified type of matter comprising approximately 27% of the mass and energy in the observable universe that is not accounted for by dark energy, baryonic matter (ordinary matter), and neutrinos. The name refers to the fact that it does not emit or interact with electromagnetic radiation, such as light, and is thus invisible to the entire electromagnetic spectrum. Although dark matter has not been directly observed, its existence and properties are inferred from its gravitational effects such as the motions of visible matter, gravitational lensing, its influence on the universe's large-scale structure, and its effects in the cosmic microwave background. Dark matter is transparent to electromagnetic radiation and/or is so dense and small that it fails to absorb or emit enough radiation to be detectable with current imaging technology.
Estimates of masses for galaxies and larger structures via dynamical and general relativistic means are much greater than those based on the mass of the visible ""luminous"" matter.",-1.8394746180000001,0.46788982799999995,0
9e2bc2bf9,https://freekidsbooks.org/wp-content/uploads/2019/12/CALI_Coloring_Book-Images-of-the-law-FKB.pdf,CC BY 4.0,"The United States Supreme Court's approach to the unlawful delegation of legislative power has changed over time. Initial cases like Panama Refning Co. v. Ryan, 293 U.S. 388 (1935), and A.L.A. Schechter Poultry Corp. v. United States, 295 U.S. 495 (1935) required Congress to include clear limits on presidential discretion in order for there to be a valid delegation. The modern approach requires Congress to lay out an ""intelligible principle"" to guide administrative and judicial agencies. Under the current three part test, established by Mistretta v. United States, 488 U.S. 361, 373 (1989), Congress must delineate the ""general policy"" to be executed, designate the agency that is expected to execute the policy, and specify the limits of the delegated authority. Advertisements are generally not offers that a consumer can unilaterally accept under Contract Law. They are offers to negotiate. In order to be offers, there must be clear terms. In most cases, advertisements state a price or terms, and include fne print that says it is conditional ""on approved credit.""",-2.9307666460000004,0.552186968,0
fbcb3dbac,https://en.wikipedia.org/wiki/Environmental_technology,CC BY-SA 3.0,"Renewable energy is the energy that can be replenished easily. For years we have been using sources such as wood, sun, water, etc. for means for producing energy. Energy that can be produced by natural objects like sun, wind, etc. is considered to be renewable. Technologies that have been in usage include wind power, hydropower, solar energy, geothermal energy, and biomass/bioenergy.
Water purification: The whole idea/concept of having dirt/germ/pollution free water flowing throughout the environment. Many other phenomena lead from this concept of purification of water. Water pollution is the main enemy of this concept, and various campaigns and activists have been organized around the world to help purify water.
Air purification: Basic and common green plants can be grown indoors to keep the air fresh because all plants remove CO2 and convert it into oxygen. The best examples are: Dypsis lutescens, Sansevieria trifasciata, and Epipremnum aureum. Besides using the plants themselves, some species of bacteria can also be added to the leaves of these plants to help remove toxic gases, such as toluene.",-0.849320333,0.45632067299999995,0
701f51d86,https://simple.wikipedia.org/wiki/American_Civil_War,CC BY-SA 3.0 and GFDL,"The American Civil War (1861–1865) was a civil war in the United States of America. It is sometimes called ""The War Between the States"". Eleven Southern states in which slavery was legal wanted to leave the United States of America. They formed the Confederate States of America, also called ""the Confederacy"". They wanted the Confederate States of America to be its own country, separate and independent from the United States. Jefferson Davis was chosen as president of the Confederacy. The U.S government and the states that remained loyal to it were called the Union. The Union is sometimes called ""the North"". Every state where slavery was illegal supported the Union. Most of these states were in the North. Five states where slavery was legal also supported the Union. These were called the ""border states"". War began on April 12, 1861 when Confederate forces attacked Fort Sumter held by a Union garrison.",0.223365705,0.497588725,0
3a54cfc98,https://www.africanstorybook.org/,CC BY 4.0,"One old woman especially loved the smells that drifted out of the bakery window every morning. This was Ma Shange who slept on a bench in the park every night. A few weeks before, a kind person had given her the money to buy herself a cinnamon bun. She had taken the bun back to the park and ate it very slowly, licking her lips and sharing the last crumbs with the birds. After that, although the old woman didn't have enough money to buy breakfast, she longed for the delicious bun again. So, every morning she walked slowly past Mr Shabangu's bakery, sniffing the air and smiling blissfully at the mouth-watering smell. Ma Shange's new habit made the baker very angry. As each day went by, he grew angrier and angrier with her. Finally, one winter morning when he was in an especially bad mood, he stormed out of his bakery and grabbed the old woman by the arm. ""How dare you steal my smells!"" he shouted. ""You're nothing but a smell thief!"" He wiped his hands on an apron, then pulled it off and threw it back into the bakery.",0.568668511,0.536743095,0
ef60b30c3,https://www.africanstorybook.org/#,CC BY 4.0,"There were four lambs living in a house with their mother. Mother was on her way to the market. ""You will open the door only when I say open the door, my children,"" she warned her lambs. Meanwhile, a fox was nearby and heard the mother. He went to the house and said, ""My children, open the door."" One of the lambs said, ""No, that is not our mother's voice. Our mother's voice is soft."" The fox was angry. The fox wanted to make his voice like the lambs' mother. He decided to eat butter. He went to a shopkeeper. ""Give me some butter, or I will eat you,"" threatened the fox. The shopkeeper gave him butter. The fox went to the lambs and said, ""My children, open the door."" A lamb looked through the keyhole of the door and saw the black leg of the fox. ""No, our mother's legs are red!"" shouted the lamb. Fox was not successful. Fox thought of another way. This time he planned to paint his legs with pepper powder. He went to a miller. ""Give me pepper powder, or I will eat you,"" the fox threatened. The miller gave him pepper powder.",0.254373308,0.476720439,0
6dc285550,https://kids.frontiersin.org/article/10.3389/frym.2018.00077,CC BY 4.0,"There are places underground that can store large volumes of CO2 gas. These places are the nearly infinite number of tiny holes inside of rocks. The underground rocks form layers that go on for many kilometers in all directions and can be many meters thick. These layers are called aquifers. Aquifers contain water that can move around freely through the rocks, through the tiny holes. When the CO2 gas is injected into one of these aquifers, it can be stabilized so that it does not ""leak"" back into the atmosphere. The CO2 is stabilized when it becomes trapped inside the tiny holes of the rocks. Big outdoor experiments have shown that these aquifers can remain stable over long periods of time.
However, very little is known about how the CO2 affects the microbes that live underground. Microbes are microscopic organisms, including bacteria, which are the type of microbe we investigated in our experiments. It is important to understand how bacteria respond to underground CO2, because, through their metabolism, the bacteria can change the CO2 into a more harmful greenhouse gas called methane.",-0.6546333520000001,0.46350404100000003,0
d3aef0bba,https://kids.frontiersin.org/article/10.3389/frym.2020.00075,CC BY 4.0,"Researchers can also use MRI to see how the brain is organized, in terms of how different parts of the brain are connected. Because the brain is changing so much in adolescence, its organization can be influenced by what we do, our experiences, and the environments we live in. The brain is a large network—different regions of the brain communicate with each other as a person performs different functions or behaviors, such as thinking about other people or moving around in the world. These brain communication patterns can be studied using a slightly different technique, called functional MRI (fMRI). This technique examines the amount of oxygen in the blood flowing throughout the brain as a measure of brain activity. When different regions of the brain show similar patterns of brain activity, they are said to be functionally connected.
Typical behaviors that we see during adolescence, such as thinking about other people and making decisions, have been seen to relate to certain patterns of brain activity between functionally connected regions in the brain. Not every adolescent has the same brain organization, and not every adolescent engages in typical adolescent behaviors.",-0.870117303,0.492937044,0
fcc566f86,https://simple.wikipedia.org/wiki/Rainforest,CC BY-SA 3.0 and GFDL,"The canopy is like a huge green roof over the forest. The trees grow up thin and straight, like pillars seeking the sun. They do not put out branches until they are very tall. Then, they spread out like an umbrella in the sunlight. The trees are so close together that very little light penetrates through to the lower layers. Many kinds of monkeys, birds, and insects live in the layer. The animals that call this layer home often never touch the ground throughout their entire lives. They find everything they need existing within the canopy. Water can be accessed from the boles of trees, if not, the leaves and epiphytes that grow in the canopy can supply that need. The animals eat the leaves and fruit of the trees, insects, or other animals. The tall canopy trees must be able to reach the sunlight high in the air and still get nutrients from the thin soil on the forest floor. Their roots do not go deep into the soil because there is nothing there for the plants to reach.",0.036622032,0.4744699,0
